ObservationDate,Shorthand,From,To,Price
02/02/2009,Q4_09,01/10/2009,31/12/2009,0.5705
02/02/2009,Q1_10,01/01/2010,31/03/2010,0.6495
02/02/2009,Q2_10,01/04/2010,30/06/2010,0.5215
02/02/2009,Q3_10,01/07/2010,30/09/2010,0.4985
02/02/2009,Q4_10,01/10/2010,31/12/2010,0.5955
02/02/2009,Q1_11,01/01/2011,31/03/2011,0.6725
02/02/2009,Q2_11,01/04/2011,30/06/2011,0.55
02/02/2009,Q3_11,01/07/2011,30/09/2011,0.527
02/02/2009,Q4_11,01/10/2011,31/12/2011,0.6385
02/02/2009,Q1_12,01/01/2012,31/03/2012,0.7165
02/02/2009,Q2_12,01/04/2012,30/06/2012,0.5895
02/02/2009,Q3_12,01/07/2012,30/09/2012,0.5665
02/02/2009,Q4_12,01/10/2012,31/12/2012,0.6625
02/02/2009,Q1_13,01/01/2013,31/03/2013,0.7415
02/02/2009,Q2_13,01/04/2013,30/06/2013,0.6105
02/02/2009,Q3_13,01/07/2013,30/09/2013,0.5875
02/02/2009,Q4_13,01/10/2013,31/12/2013,0.6765
02/02/2009,Q1_14,01/01/2014,31/03/2014,0.7555
02/02/2009,Q2_14,01/04/2014,30/06/2014,0.62
03/02/2009,Q2_09,01/04/2009,30/06/2009,0.46825
03/02/2009,Q3_09,01/07/2009,30/09/2009,0.43175
03/02/2009,Q4_09,01/10/2009,31/12/2009,0.5555
03/02/2009,Q1_10,01/01/2010,31/03/2010,0.6345
03/02/2009,Q2_10,01/04/2010,30/06/2010,0.51
03/02/2009,Q3_10,01/07/2010,30/09/2010,0.487
03/02/2009,Q4_10,01/10/2010,31/12/2010,0.5835
03/02/2009,Q1_11,01/01/2011,31/03/2011,0.6605
03/02/2009,Q2_11,01/04/2011,30/06/2011,0.5385
03/02/2009,Q3_11,01/07/2011,30/09/2011,0.5155
03/02/2009,Q4_11,01/10/2011,31/12/2011,0.6235
03/02/2009,Q1_12,01/01/2012,31/03/2012,0.7015
03/02/2009,Q2_12,01/04/2012,30/06/2012,0.579
03/02/2009,Q3_12,01/07/2012,30/09/2012,0.556
03/02/2009,Q4_12,01/10/2012,31/12/2012,0.6495
03/02/2009,Q1_13,01/01/2013,31/03/2013,0.7285
03/02/2009,Q2_13,01/04/2013,30/06/2013,0.6005
03/02/2009,Q3_13,01/07/2013,30/09/2013,0.5775
03/02/2009,Q4_13,01/10/2013,31/12/2013,0.6635
03/02/2009,Q1_14,01/01/2014,31/03/2014,0.7425
03/02/2009,Q2_14,01/04/2014,30/06/2014,0.61
06/02/2009,Q2_09,01/04/2009,30/06/2009,0.45725
06/02/2009,Q3_09,01/07/2009,30/09/2009,0.4275
06/02/2009,Q4_09,01/10/2009,31/12/2009,0.5545
06/02/2009,Q1_10,01/01/2010,31/03/2010,0.6325
06/02/2009,Q2_10,01/04/2010,30/06/2010,0.514
06/02/2009,Q3_10,01/07/2010,30/09/2010,0.486
06/02/2009,Q4_10,01/10/2010,31/12/2010,0.586
06/02/2009,Q1_11,01/01/2011,31/03/2011,0.664
06/02/2009,Q2_11,01/04/2011,30/06/2011,0.542
06/02/2009,Q3_11,01/07/2011,30/09/2011,0.518
06/02/2009,Q4_11,01/10/2011,31/12/2011,0.63
06/02/2009,Q1_12,01/01/2012,31/03/2012,0.708
06/02/2009,Q2_12,01/04/2012,30/06/2012,0.582
06/02/2009,Q3_12,01/07/2012,30/09/2012,0.558
06/02/2009,Q4_12,01/10/2012,31/12/2012,0.659
06/02/2009,Q1_13,01/01/2013,31/03/2013,0.738
06/02/2009,Q2_13,01/04/2013,30/06/2013,0.605
06/02/2009,Q3_13,01/07/2013,30/09/2013,0.582
06/02/2009,Q4_13,01/10/2013,31/12/2013,0.671
06/02/2009,Q1_14,01/01/2014,31/03/2014,0.75
06/02/2009,Q2_14,01/04/2014,30/06/2014,0.6165
09/02/2009,Q2_09,01/04/2009,30/06/2009,0.46325
09/02/2009,Q3_09,01/07/2009,30/09/2009,0.43275
09/02/2009,Q4_09,01/10/2009,31/12/2009,0.561
09/02/2009,Q1_10,01/01/2010,31/03/2010,0.639
09/02/2009,Q2_10,01/04/2010,30/06/2010,0.516
09/02/2009,Q3_10,01/07/2010,30/09/2010,0.488
09/02/2009,Q4_10,01/10/2010,31/12/2010,0.5935
09/02/2009,Q1_11,01/01/2011,31/03/2011,0.6715
09/02/2009,Q2_11,01/04/2011,30/06/2011,0.543
09/02/2009,Q3_11,01/07/2011,30/09/2011,0.519
09/02/2009,Q4_11,01/10/2011,31/12/2011,0.636
09/02/2009,Q1_12,01/01/2012,31/03/2012,0.714
09/02/2009,Q2_12,01/04/2012,30/06/2012,0.5825
09/02/2009,Q3_12,01/07/2012,30/09/2012,0.5585
09/02/2009,Q4_12,01/10/2012,31/12/2012,0.663
09/02/2009,Q1_13,01/01/2013,31/03/2013,0.742
09/02/2009,Q2_13,01/04/2013,30/06/2013,0.605
09/02/2009,Q3_13,01/07/2013,30/09/2013,0.582
09/02/2009,Q4_13,01/10/2013,31/12/2013,0.6715
09/02/2009,Q1_14,01/01/2014,31/03/2014,0.7505
09/02/2009,Q2_14,01/04/2014,30/06/2014,0.6165
10/02/2009,Q2_09,01/04/2009,30/06/2009,0.44925
10/02/2009,Q3_09,01/07/2009,30/09/2009,0.43075
10/02/2009,Q4_09,01/10/2009,31/12/2009,0.553
10/02/2009,Q1_10,01/01/2010,31/03/2010,0.631
10/02/2009,Q2_10,01/04/2010,30/06/2010,0.509
10/02/2009,Q3_10,01/07/2010,30/09/2010,0.481
10/02/2009,Q4_10,01/10/2010,31/12/2010,0.586
10/02/2009,Q1_11,01/01/2011,31/03/2011,0.664
10/02/2009,Q2_11,01/04/2011,30/06/2011,0.542
10/02/2009,Q3_11,01/07/2011,30/09/2011,0.518
10/02/2009,Q4_11,01/10/2011,31/12/2011,0.6285
10/02/2009,Q1_12,01/01/2012,31/03/2012,0.7065
10/02/2009,Q2_12,01/04/2012,30/06/2012,0.582
10/02/2009,Q3_12,01/07/2012,30/09/2012,0.558
10/02/2009,Q4_12,01/10/2012,31/12/2012,0.658
10/02/2009,Q1_13,01/01/2013,31/03/2013,0.737
10/02/2009,Q2_13,01/04/2013,30/06/2013,0.605
10/02/2009,Q3_13,01/07/2013,30/09/2013,0.582
10/02/2009,Q4_13,01/10/2013,31/12/2013,0.6675
10/02/2009,Q1_14,01/01/2014,31/03/2014,0.7465
10/02/2009,Q2_14,01/04/2014,30/06/2014,0.6165
11/02/2009,Q2_09,01/04/2009,30/06/2009,0.43
11/02/2009,Q3_09,01/07/2009,30/09/2009,0.413
11/02/2009,Q4_09,01/10/2009,31/12/2009,0.534
11/02/2009,Q1_10,01/01/2010,31/03/2010,0.612
11/02/2009,Q2_10,01/04/2010,30/06/2010,0.492
11/02/2009,Q3_10,01/07/2010,30/09/2010,0.464
11/02/2009,Q4_10,01/10/2010,31/12/2010,0.57
11/02/2009,Q1_11,01/01/2011,31/03/2011,0.648
11/02/2009,Q2_11,01/04/2011,30/06/2011,0.527
11/02/2009,Q3_11,01/07/2011,30/09/2011,0.503
11/02/2009,Q4_11,01/10/2011,31/12/2011,0.6135
11/02/2009,Q1_12,01/01/2012,31/03/2012,0.6915
11/02/2009,Q2_12,01/04/2012,30/06/2012,0.568
11/02/2009,Q3_12,01/07/2012,30/09/2012,0.544
11/02/2009,Q4_12,01/10/2012,31/12/2012,0.6435
11/02/2009,Q1_13,01/01/2013,31/03/2013,0.7225
11/02/2009,Q2_13,01/04/2013,30/06/2013,0.5915
11/02/2009,Q3_13,01/07/2013,30/09/2013,0.5685
11/02/2009,Q4_13,01/10/2013,31/12/2013,0.6535
11/02/2009,Q1_14,01/01/2014,31/03/2014,0.7325
11/02/2009,Q2_14,01/04/2014,30/06/2014,0.6025
12/02/2009,Q2_09,01/04/2009,30/06/2009,0.41325
12/02/2009,Q3_09,01/07/2009,30/09/2009,0.40675
12/02/2009,Q4_09,01/10/2009,31/12/2009,0.527
12/02/2009,Q1_10,01/01/2010,31/03/2010,0.605
12/02/2009,Q2_10,01/04/2010,30/06/2010,0.489
12/02/2009,Q3_10,01/07/2010,30/09/2010,0.461
12/02/2009,Q4_10,01/10/2010,31/12/2010,0.5705
12/02/2009,Q1_11,01/01/2011,31/03/2011,0.6485
12/02/2009,Q2_11,01/04/2011,30/06/2011,0.527
12/02/2009,Q3_11,01/07/2011,30/09/2011,0.503
12/02/2009,Q4_11,01/10/2011,31/12/2011,0.616
12/02/2009,Q1_12,01/01/2012,31/03/2012,0.694
12/02/2009,Q2_12,01/04/2012,30/06/2012,0.5655
12/02/2009,Q3_12,01/07/2012,30/09/2012,0.5415
12/02/2009,Q4_12,01/10/2012,31/12/2012,0.6445
12/02/2009,Q1_13,01/01/2013,31/03/2013,0.7235
12/02/2009,Q2_13,01/04/2013,30/06/2013,0.591
12/02/2009,Q3_13,01/07/2013,30/09/2013,0.568
12/02/2009,Q4_13,01/10/2013,31/12/2013,0.654
12/02/2009,Q1_14,01/01/2014,31/03/2014,0.733
12/02/2009,Q2_14,01/04/2014,30/06/2014,0.6025
13/02/2009,Q2_09,01/04/2009,30/06/2009,0.3995
13/02/2009,Q3_09,01/07/2009,30/09/2009,0.3945
13/02/2009,Q4_09,01/10/2009,31/12/2009,0.522
13/02/2009,Q1_10,01/01/2010,31/03/2010,0.597
13/02/2009,Q2_10,01/04/2010,30/06/2010,0.487
13/02/2009,Q3_10,01/07/2010,30/09/2010,0.461
13/02/2009,Q4_10,01/10/2010,31/12/2010,0.5705
13/02/2009,Q1_11,01/01/2011,31/03/2011,0.647
13/02/2009,Q2_11,01/04/2011,30/06/2011,0.528
13/02/2009,Q3_11,01/07/2011,30/09/2011,0.503
13/02/2009,Q4_11,01/10/2011,31/12/2011,0.6155
13/02/2009,Q1_12,01/01/2012,31/03/2012,0.692
13/02/2009,Q2_12,01/04/2012,30/06/2012,0.5665
13/02/2009,Q3_12,01/07/2012,30/09/2012,0.5415
13/02/2009,Q4_12,01/10/2012,31/12/2012,0.6445
13/02/2009,Q1_13,01/01/2013,31/03/2013,0.721
13/02/2009,Q2_13,01/04/2013,30/06/2013,0.591
13/02/2009,Q3_13,01/07/2013,30/09/2013,0.568
13/02/2009,Q4_13,01/10/2013,31/12/2013,0.654
13/02/2009,Q1_14,01/01/2014,31/03/2014,0.731
13/02/2009,Q2_14,01/04/2014,30/06/2014,0.603
16/02/2009,Q2_09,01/04/2009,30/06/2009,0.36925
16/02/2009,Q3_09,01/07/2009,30/09/2009,0.36075
16/02/2009,Q4_09,01/10/2009,31/12/2009,0.4895
16/02/2009,Q1_10,01/01/2010,31/03/2010,0.5645
16/02/2009,Q2_10,01/04/2010,30/06/2010,0.458
16/02/2009,Q3_10,01/07/2010,30/09/2010,0.432
16/02/2009,Q4_10,01/10/2010,31/12/2010,0.5455
16/02/2009,Q1_11,01/01/2011,31/03/2011,0.622
16/02/2009,Q2_11,01/04/2011,30/06/2011,0.5075
16/02/2009,Q3_11,01/07/2011,30/09/2011,0.4825
16/02/2009,Q4_11,01/10/2011,31/12/2011,0.5915
16/02/2009,Q1_12,01/01/2012,31/03/2012,0.668
16/02/2009,Q2_12,01/04/2012,30/06/2012,0.5465
16/02/2009,Q3_12,01/07/2012,30/09/2012,0.5215
16/02/2009,Q4_12,01/10/2012,31/12/2012,0.621
16/02/2009,Q1_13,01/01/2013,31/03/2013,0.6975
16/02/2009,Q2_13,01/04/2013,30/06/2013,0.572
16/02/2009,Q3_13,01/07/2013,30/09/2013,0.549
16/02/2009,Q4_13,01/10/2013,31/12/2013,0.632
16/02/2009,Q1_14,01/01/2014,31/03/2014,0.709
16/02/2009,Q2_14,01/04/2014,30/06/2014,0.584
17/02/2009,Q2_09,01/04/2009,30/06/2009,0.3885
17/02/2009,Q3_09,01/07/2009,30/09/2009,0.3745
17/02/2009,Q4_09,01/10/2009,31/12/2009,0.501
17/02/2009,Q1_10,01/01/2010,31/03/2010,0.579
17/02/2009,Q2_10,01/04/2010,30/06/2010,0.468
17/02/2009,Q3_10,01/07/2010,30/09/2010,0.442
17/02/2009,Q4_10,01/10/2010,31/12/2010,0.55075
17/02/2009,Q1_11,01/01/2011,31/03/2011,0.62925
17/02/2009,Q2_11,01/04/2011,30/06/2011,0.521
17/02/2009,Q3_11,01/07/2011,30/09/2011,0.496
17/02/2009,Q4_11,01/10/2011,31/12/2011,0.5955
17/02/2009,Q1_12,01/01/2012,31/03/2012,0.6745
17/02/2009,Q2_12,01/04/2012,30/06/2012,0.56
17/02/2009,Q3_12,01/07/2012,30/09/2012,0.535
17/02/2009,Q4_12,01/10/2012,31/12/2012,0.625
17/02/2009,Q1_13,01/01/2013,31/03/2013,0.704
17/02/2009,Q2_13,01/04/2013,30/06/2013,0.585
17/02/2009,Q3_13,01/07/2013,30/09/2013,0.562
17/02/2009,Q4_13,01/10/2013,31/12/2013,0.636
17/02/2009,Q1_14,01/01/2014,31/03/2014,0.7155
17/02/2009,Q2_14,01/04/2014,30/06/2014,0.596
18/02/2009,Q2_09,01/04/2009,30/06/2009,0.39525
18/02/2009,Q3_09,01/07/2009,30/09/2009,0.37975
18/02/2009,Q4_09,01/10/2009,31/12/2009,0.509
18/02/2009,Q1_10,01/01/2010,31/03/2010,0.587
18/02/2009,Q2_10,01/04/2010,30/06/2010,0.4755
18/02/2009,Q3_10,01/07/2010,30/09/2010,0.4495
18/02/2009,Q4_10,01/10/2010,31/12/2010,0.55575
18/02/2009,Q1_11,01/01/2011,31/03/2011,0.63425
18/02/2009,Q2_11,01/04/2011,30/06/2011,0.5275
18/02/2009,Q3_11,01/07/2011,30/09/2011,0.5025
18/02/2009,Q4_11,01/10/2011,31/12/2011,0.6
18/02/2009,Q1_12,01/01/2012,31/03/2012,0.679
18/02/2009,Q2_12,01/04/2012,30/06/2012,0.5655
18/02/2009,Q3_12,01/07/2012,30/09/2012,0.5405
18/02/2009,Q4_12,01/10/2012,31/12/2012,0.629
18/02/2009,Q1_13,01/01/2013,31/03/2013,0.708
18/02/2009,Q2_13,01/04/2013,30/06/2013,0.59
18/02/2009,Q3_13,01/07/2013,30/09/2013,0.567
18/02/2009,Q4_13,01/10/2013,31/12/2013,0.64
18/02/2009,Q1_14,01/01/2014,31/03/2014,0.7195
18/02/2009,Q2_14,01/04/2014,30/06/2014,0.6005
19/02/2009,Q2_09,01/04/2009,30/06/2009,0.379
19/02/2009,Q3_09,01/07/2009,30/09/2009,0.367
19/02/2009,Q4_09,01/10/2009,31/12/2009,0.5015
19/02/2009,Q1_10,01/01/2010,31/03/2010,0.5765
19/02/2009,Q2_10,01/04/2010,30/06/2010,0.466
19/02/2009,Q3_10,01/07/2010,30/09/2010,0.442
19/02/2009,Q4_10,01/10/2010,31/12/2010,0.5515
19/02/2009,Q1_11,01/01/2011,31/03/2011,0.6285
19/02/2009,Q2_11,01/04/2011,30/06/2011,0.515
19/02/2009,Q3_11,01/07/2011,30/09/2011,0.49
19/02/2009,Q4_11,01/10/2011,31/12/2011,0.597
19/02/2009,Q1_12,01/01/2012,31/03/2012,0.676
19/02/2009,Q2_12,01/04/2012,30/06/2012,0.556
19/02/2009,Q3_12,01/07/2012,30/09/2012,0.531
19/02/2009,Q4_12,01/10/2012,31/12/2012,0.625
19/02/2009,Q1_13,01/01/2013,31/03/2013,0.704
19/02/2009,Q2_13,01/04/2013,30/06/2013,0.58
19/02/2009,Q3_13,01/07/2013,30/09/2013,0.557
19/02/2009,Q4_13,01/10/2013,31/12/2013,0.637
19/02/2009,Q1_14,01/01/2014,31/03/2014,0.7165
19/02/2009,Q2_14,01/04/2014,30/06/2014,0.5915
20/02/2009,Q2_09,01/04/2009,30/06/2009,0.36375
20/02/2009,Q3_09,01/07/2009,30/09/2009,0.35675
20/02/2009,Q4_09,01/10/2009,31/12/2009,0.4935
20/02/2009,Q1_10,01/01/2010,31/03/2010,0.5685
20/02/2009,Q2_10,01/04/2010,30/06/2010,0.452
20/02/2009,Q3_10,01/07/2010,30/09/2010,0.428
20/02/2009,Q4_10,01/10/2010,31/12/2010,0.539
20/02/2009,Q1_11,01/01/2011,31/03/2011,0.616
20/02/2009,Q2_11,01/04/2011,30/06/2011,0.5025
20/02/2009,Q3_11,01/07/2011,30/09/2011,0.4775
20/02/2009,Q4_11,01/10/2011,31/12/2011,0.586
20/02/2009,Q1_12,01/01/2012,31/03/2012,0.665
20/02/2009,Q2_12,01/04/2012,30/06/2012,0.546
20/02/2009,Q3_12,01/07/2012,30/09/2012,0.521
20/02/2009,Q4_12,01/10/2012,31/12/2012,0.615
20/02/2009,Q1_13,01/01/2013,31/03/2013,0.694
20/02/2009,Q2_13,01/04/2013,30/06/2013,0.572
20/02/2009,Q3_13,01/07/2013,30/09/2013,0.549
20/02/2009,Q4_13,01/10/2013,31/12/2013,0.628
20/02/2009,Q1_14,01/01/2014,31/03/2014,0.7075
20/02/2009,Q2_14,01/04/2014,30/06/2014,0.5835
23/02/2009,Q2_09,01/04/2009,30/06/2009,0.3405
23/02/2009,Q3_09,01/07/2009,30/09/2009,0.336
23/02/2009,Q4_09,01/10/2009,31/12/2009,0.4825
23/02/2009,Q1_10,01/01/2010,31/03/2010,0.5575
23/02/2009,Q2_10,01/04/2010,30/06/2010,0.432
23/02/2009,Q3_10,01/07/2010,30/09/2010,0.408
23/02/2009,Q4_10,01/10/2010,31/12/2010,0.5265
23/02/2009,Q1_11,01/01/2011,31/03/2011,0.6035
23/02/2009,Q2_11,01/04/2011,30/06/2011,0.486
23/02/2009,Q3_11,01/07/2011,30/09/2011,0.461
23/02/2009,Q4_11,01/10/2011,31/12/2011,0.575
23/02/2009,Q1_12,01/01/2012,31/03/2012,0.654
23/02/2009,Q2_12,01/04/2012,30/06/2012,0.5345
23/02/2009,Q3_12,01/07/2012,30/09/2012,0.5095
23/02/2009,Q4_12,01/10/2012,31/12/2012,0.602
23/02/2009,Q1_13,01/01/2013,31/03/2013,0.681
23/02/2009,Q2_13,01/04/2013,30/06/2013,0.562
23/02/2009,Q3_13,01/07/2013,30/09/2013,0.539
23/02/2009,Q4_13,01/10/2013,31/12/2013,0.617
23/02/2009,Q1_14,01/01/2014,31/03/2014,0.6965
23/02/2009,Q2_14,01/04/2014,30/06/2014,0.574
24/02/2009,Q2_09,01/04/2009,30/06/2009,0.34525
24/02/2009,Q3_09,01/07/2009,30/09/2009,0.33975
24/02/2009,Q4_09,01/10/2009,31/12/2009,0.485
24/02/2009,Q1_10,01/01/2010,31/03/2010,0.565
24/02/2009,Q2_10,01/04/2010,30/06/2010,0.4395
24/02/2009,Q3_10,01/07/2010,30/09/2010,0.4155
24/02/2009,Q4_10,01/10/2010,31/12/2010,0.5305
24/02/2009,Q1_11,01/01/2011,31/03/2011,0.6055
24/02/2009,Q2_11,01/04/2011,30/06/2011,0.485
24/02/2009,Q3_11,01/07/2011,30/09/2011,0.46
24/02/2009,Q4_11,01/10/2011,31/12/2011,0.5735
24/02/2009,Q1_12,01/01/2012,31/03/2012,0.6525
24/02/2009,Q2_12,01/04/2012,30/06/2012,0.536
24/02/2009,Q3_12,01/07/2012,30/09/2012,0.511
24/02/2009,Q4_12,01/10/2012,31/12/2012,0.601
24/02/2009,Q1_13,01/01/2013,31/03/2013,0.68
24/02/2009,Q2_13,01/04/2013,30/06/2013,0.5625
24/02/2009,Q3_13,01/07/2013,30/09/2013,0.5395
24/02/2009,Q4_13,01/10/2013,31/12/2013,0.6165
24/02/2009,Q1_14,01/01/2014,31/03/2014,0.696
24/02/2009,Q2_14,01/04/2014,30/06/2014,0.574
25/02/2009,Q2_09,01/04/2009,30/06/2009,0.34725
25/02/2009,Q3_09,01/07/2009,30/09/2009,0.34275
25/02/2009,Q4_09,01/10/2009,31/12/2009,0.49
25/02/2009,Q1_10,01/01/2010,31/03/2010,0.57
25/02/2009,Q2_10,01/04/2010,30/06/2010,0.445
25/02/2009,Q3_10,01/07/2010,30/09/2010,0.421
25/02/2009,Q4_10,01/10/2010,31/12/2010,0.5445
25/02/2009,Q1_11,01/01/2011,31/03/2011,0.6195
25/02/2009,Q2_11,01/04/2011,30/06/2011,0.49
25/02/2009,Q3_11,01/07/2011,30/09/2011,0.465
25/02/2009,Q4_11,01/10/2011,31/12/2011,0.5815
25/02/2009,Q1_12,01/01/2012,31/03/2012,0.6605
25/02/2009,Q2_12,01/04/2012,30/06/2012,0.5405
25/02/2009,Q3_12,01/07/2012,30/09/2012,0.5155
25/02/2009,,01/10/2012,31/12/2012,0.606
25/02/2009,Q1_13,01/01/2013,31/03/2013,0.685
25/02/2009,Q2_13,01/04/2013,30/06/2013,0.5665
25/02/2009,Q3_13,01/07/2013,30/09/2013,0.5435
25/02/2009,Q4_13,01/10/2013,31/12/2013,0.6205
25/02/2009,Q1_14,01/01/2014,31/03/2014,0.7
25/02/2009,Q,01/04/2014,30/06/2014,0.578
26/02/2009,Q2_09,01/04/2009,30/06/2009,0.3655
26/02/2009,Q3_09,01/07/2009,30/09/2009,0.3615
26/02/2009,Q4_09,01/10/2009,31/12/2009,0.5155
26/02/2009,Q1_10,01/01/2010,31/03/2010,0.5965
26/02/2009,Q2_10,01/04/2010,30/06/2010,0.461
26/02/2009,Q3_10,01/07/2010,30/09/2010,0.439
26/02/2009,Q4_10,01/10/2010,31/12/2010,0.5555
26/02/2009,Q1_11,01/01/2011,31/03/2011,0.6365
26/02/2009,Q2_11,01/04/2011,30/06/2011,0.504
26/02/2009,Q3_11,01/07/2011,30/09/2011,0.481
26/02/2009,Q4_11,01/10/2011,31/12/2011,0.5935
26/02/2009,Q1_12,01/01/2012,31/03/2012,0.6745
26/02/2009,Q2_12,01/04/2012,30/06/2012,0.5545
26/02/2009,Q3_12,01/07/2012,30/09/2012,0.5315
26/02/2009,Q4_12,01/10/2012,31/12/2012,0.617
26/02/2009,Q1_13,01/01/2013,31/03/2013,0.698
26/02/2009,Q2_13,01/04/2013,30/06/2013,0.5795
26/02/2009,Q3_13,01/07/2013,30/09/2013,0.5585
26/02/2009,Q4_13,01/10/2013,31/12/2013,0.6305
26/02/2009,Q1_14,01/01/2014,31/03/2014,0.712
26/02/2009,Q2_14,01/04/2014,30/06/2014,0.59
27/02/2009,Q2_09,01/04/2009,30/06/2009,0.33875
27/02/2009,Q3_09,01/07/2009,30/09/2009,0.34125
27/02/2009,Q4_09,01/10/2009,31/12/2009,0.4925
27/02/2009,Q1_10,01/01/2010,31/03/2010,0.5775
27/02/2009,Q2_10,01/04/2010,30/06/2010,0.451
27/02/2009,Q3_10,01/07/2010,30/09/2010,0.429
27/02/2009,Q4_10,01/10/2010,31/12/2010,0.5445
27/02/2009,Q1_11,01/01/2011,31/03/2011,0.6255
27/02/2009,Q2_11,01/04/2011,30/06/2011,0.4965
27/02/2009,Q3_11,01/07/2011,30/09/2011,0.4735
27/02/2009,Q4_11,01/10/2011,31/12/2011,0.5795
27/02/2009,Q1_12,01/01/2012,31/03/2012,0.6605
27/02/2009,Q2_12,01/04/2012,30/06/2012,0.5395
27/02/2009,Q3_12,01/07/2012,30/09/2012,0.5165
27/02/2009,Q4_12,01/10/2012,31/12/2012,0.605
27/02/2009,Q1_13,01/01/2013,31/03/2013,0.686
27/02/2009,Q2_13,01/04/2013,30/06/2013,0.5695
27/02/2009,Q3_13,01/07/2013,30/09/2013,0.5475
27/02/2009,Q4_13,01/10/2013,31/12/2013,0.6185
27/02/2009,Q1_14,01/01/2014,31/03/2014,0.7
27/02/2009,Q2_14,01/04/2014,30/06/2014,0.58
02/03/2009,Q2_09,01/04/2009,30/06/2009,0.34525
02/03/2009,Q3_09,01/07/2009,30/09/2009,0.3435
02/03/2009,Q4_09,01/10/2009,31/12/2009,0.499
02/03/2009,Q1_10,01/01/2010,31/03/2010,0.584
02/03/2009,Q2_10,01/04/2010,30/06/2010,0.4585
02/03/2009,Q3_10,01/07/2010,30/09/2010,0.4365
02/03/2009,Q4_10,01/10/2010,31/12/2010,0.5545
02/03/2009,Q1_11,01/01/2011,31/03/2011,0.6355
02/03/2009,Q2_11,01/04/2011,30/06/2011,0.5015
02/03/2009,Q3_11,01/07/2011,30/09/2011,0.4785
02/03/2009,Q4_11,01/10/2011,31/12/2011,0.5865
02/03/2009,Q1_12,01/01/2012,31/03/2012,0.6675
02/03/2009,Q2_12,01/04/2012,30/06/2012,0.544
02/03/2009,Q3_12,01/07/2012,30/09/2012,0.521
02/03/2009,Q4_12,01/10/2012,31/12/2012,0.611
02/03/2009,Q1_13,01/01/2013,31/03/2013,0.692
02/03/2009,Q2_13,01/04/2013,30/06/2013,0.5735
02/03/2009,Q3_13,01/07/2013,30/09/2013,0.5515
02/03/2009,Q4_13,01/10/2013,31/12/2013,0.6235
02/03/2009,Q1_14,01/01/2014,31/03/2014,0.705
02/03/2009,Q2_14,01/04/2014,30/06/2014,0.584
03/03/2009,Q2_09,01/04/2009,30/06/2009,0.34675
03/03/2009,Q3_09,01/07/2009,30/09/2009,0.34525
03/03/2009,Q4_09,01/10/2009,31/12/2009,0.498
03/03/2009,Q1_10,01/01/2010,31/03/2010,0.582
03/03/2009,Q2_10,01/04/2010,30/06/2010,0.461
03/03/2009,Q3_10,01/07/2010,30/09/2010,0.439
03/03/2009,Q4_10,01/10/2010,31/12/2010,0.5545
03/03/2009,Q1_11,01/01/2011,31/03/2011,0.6355
03/03/2009,Q2_11,01/04/2011,30/06/2011,0.5025
03/03/2009,Q3_11,01/07/2011,30/09/2011,0.4795
03/03/2009,Q4_11,01/10/2011,31/12/2011,0.587
03/03/2009,Q1_12,01/01/2012,31/03/2012,0.668
03/03/2009,Q2_12,01/04/2012,30/06/2012,0.5445
03/03/2009,Q3_12,01/07/2012,30/09/2012,0.5215
03/03/2009,Q4_12,01/10/2012,31/12/2012,0.611
03/03/2009,Q1_13,01/01/2013,31/03/2013,0.692
03/03/2009,Q2_13,01/04/2013,30/06/2013,0.5725
03/03/2009,Q3_13,01/07/2013,30/09/2013,0.5505
03/03/2009,Q4_13,01/10/2013,31/12/2013,0.6235
03/03/2009,Q1_14,01/01/2014,31/03/2014,0.705
03/03/2009,Q2_14,01/04/2014,30/06/2014,0.5835
04/03/2009,Q2_09,01/04/2009,30/06/2009,0.36625
04/03/2009,Q3_09,01/07/2009,30/09/2009,0.36575
04/03/2009,Q4_09,01/10/2009,31/12/2009,0.5095
04/03/2009,Q1_10,01/01/2010,31/03/2010,0.5935
04/03/2009,Q2_10,01/04/2010,30/06/2010,0.477
04/03/2009,Q3_10,01/07/2010,30/09/2010,0.455
04/03/2009,Q4_10,01/10/2010,31/12/2010,0.57
04/03/2009,Q1_11,01/01/2011,31/03/2011,0.651
04/03/2009,Q2_11,01/04/2011,30/06/2011,0.5115
04/03/2009,Q3_11,01/07/2011,30/09/2011,0.4885
04/03/2009,Q4_11,01/10/2011,31/12/2011,0.601
04/03/2009,Q1_12,01/01/2012,31/03/2012,0.682
04/03/2009,Q2_12,01/04/2012,30/06/2012,0.5505
04/03/2009,Q3_12,01/07/2012,30/09/2012,0.5275
04/03/2009,Q4_12,01/10/2012,31/12/2012,0.6235
04/03/2009,Q1_13,01/01/2013,31/03/2013,0.7045
04/03/2009,Q2_13,01/04/2013,30/06/2013,0.5785
04/03/2009,Q3_13,01/07/2013,30/09/2013,0.5565
04/03/2009,Q4_13,01/10/2013,31/12/2013,0.6335
04/03/2009,Q1_14,01/01/2014,31/03/2014,0.715
04/03/2009,Q2_14,01/04/2014,30/06/2014,0.5895
05/03/2009,Q2_09,01/04/2009,30/06/2009,0.33225
05/03/2009,Q3_09,01/07/2009,30/09/2009,0.33275
05/03/2009,Q4_09,01/10/2009,31/12/2009,0.4845
05/03/2009,Q1_10,01/01/2010,31/03/2010,0.5655
05/03/2009,Q2_10,01/04/2010,30/06/2010,0.459
